"gene","cluster_1","cluster_2","cluster_3","cluster_4"
"apbb2",0.00514153530021215,0.00276380501590774,0.00103944947432351,0.0183570580627706
"uchl1",0.00420391106161742,0.000871152720738987,0,0.00479571503700632
"gm42670",0.0188845883206633,0.0234147073099526,0.0245038881424829,0.0244465991418266
"tmem33",0.414897304263579,0.298031728411324,0.344023767303005,0.397235138370003
"slc30a9",0.118065571596021,0.0585667648017449,0.061175352401104,0.0952851070475226
"gm43698",0,0.00051873229292496,0,0
"bend4",0.0351587538813888,0.0115910108584217,0.0424076183410757,0.0303457949105307
"atp8a1",0.0445580347576334,0.0487035989274539,0.0347612412796078,0.196261407489909
"guf1",0.0529295398649944,0.0573277041109996,0.0339206414211665,0.0493219793785412
"gnpda2",0.230046420915409,0.170049215683052,0.158516910271289,0.173923397017246
"commd8",0.402701203596427,0.504513605107195,0.467467661818482,0.375825322127482
"nfxl1",0.0199855895377925,0.00990284944894741,0.0141407170004318,0.0348799294861852
"cnga1",0.0124156937497609,0.00655635463170078,0.00111877260192918,0.00159831373304422
"nipal1",0.0256062412472257,0.0106071859077109,0.130120087830233,0
"txk",0.296502091238592,1.29257209311977,0.050090987954338,0.0500479993961111
"tec",0.0613962358542918,0.0586102876118515,0.0678316259782889,0.0288686745584625
"slain2",0.161811583147399,0.12610340020523,0.180523831552543,0.141163672488596
"fryl",0.2122824657557,0.28168944031496,0.261195626898788,0.250183193495567
"ociad1",0.609226222768692,0.620063270534433,0.42248359887165,0.676810761970706
"ociad2",0.0415220152665526,0.00870911589859169,0.00405274838362118,0.018753054029578
"dcun1d4",0.0282133150341803,0.00526781314974205,0.00326447794977111,0.0161326473074945
"sgcb",0.0800374918140401,0.0278387023184185,0.0283017971555499,0.248030819786323
"usp46",0.0282733723767571,0.0190805175123645,0.0192974955225948,0.0490100735500344
"rasl11b",0.00992460329099481,0.0123082567429934,0.00244510254711753,0.103818471715215
"scfd2",0.0419153032805179,0.0502429586605904,0.00884728480929127,0.0255750712813916
"fip1l1",0.425727862130355,0.365166973909158,0.26854394032013,0.391158565814597
"chic2",0.646187754699153,0.459222667308602,0.359914833480966,0.837561267717451
"kit",0.0188642888612754,0.0848458848779149,0.0810902569240716,0.00983523092818595
"gm19590",0.00124807448731942,0.0344260614968912,0,0.0139900342536548
"kdr",0.00169817639697495,0.00505279098715226,0.0441430659749721,0.10583232103018
"srd5a3",0.212660140911243,0.163468022206504,0.184843017959194,0.306452767467531
"tmem165",0.409837171135851,0.217748824256635,0.217521267517912,0.289662331207794
"clock",0.0783701925944034,0.0659238845609837,0.0564484020414531,0.0548249099691671
"gm7467",0.0070682262875982,0.00389859329366554,0.00641490617933084,0
"exoc1",0.0968385550302603,0.0655783477898453,0.0835813398447597,0.0550303018520705
"cep135",0.0429425948071826,0.0386977513219279,0.0372467612899853,0.024208894346119
"aasdh",0.014971358772001,0.0153670370154128,0.010702896868211,0.0286024320716277
"ppat",0.153702970557348,0.0893399808172288,0.0729871125682257,0.0433667817723444
"paics",0.453894522321784,0.284309864995628,0.216623080499688,0.295254687866394
"srp72",0.507734053169325,0.385076335216323,0.243573601148427,0.538872181066381
"hopx",0.136456781532872,0.124601976238268,0.103718942660159,0.0131947997555728
"hopxos",0.0626184168867405,0.0121030800867486,0.00175695448132472,0.00807941147419711
"spink2",0.00290052700890208,0.00172432932540198,0,0.00510594764512862
"rest",0.217182431183031,0.194898480780151,0.34493509029884,0.2426552368084
"noa1",0.143864244383535,0.0776263970390756,0.0249258937485733,0.0830315572336855
"polr2b",0.143857817016004,0.131359915880035,0.0680373618540366,0.113649325700257
"igfbp7",0.127525079911319,0.00314618300203095,0.0118489991050666,0.00528659275093583
"cenpc1",0.0774186259703415,0.0659466984734383,0.0339820251660056,0.0675698207571754
"stap1",0.381011763149349,0.181202697233806,0.0555090011205726,0.251293719211019
"uba6",0.0474862705947614,0.0542468565216527,0.0478705150622725,0.0710765445208085
"gm43057",0.00226830799932422,0.00116786464835525,0,0.00149050760262303
"ythdc1",0.353370521160097,0.345320134094627,0.338489486294753,0.387682749182017
"jchain",0.00432372911273329,0.00247204232423456,0,0.0249733026582341
"utp3",0.483025157317535,0.471640685916553,0.435585129981446,0.491230423829632
"rufy3",0.015587280424165,0.0401937084343073,0.169210891368426,0.0460854678793389
"grsf1",0.118393312782959,0.0868013895938928,0.0791824050935432,0.11269620997326
"mob1b",0.089495154527532,0.0739002216438045,0.0806119967211072,0.0540372346652875
"dck",0.116447255416201,0.0552105699861007,0.085662681780591,0.109201362932209
"cox18",0.161496723097779,0.094086542248082,0.0374848119524552,0.0864268428756189
"ankrd17",0.271076990290846,0.219956266203623,0.188708032294263,0.205827835773586
"gm9958",0,0.00299187946192557,0,0.00789195181429803
"afp",0.000540190218946386,0.00464265787769179,0,0
"pf4",0.00629965069490273,0.0280468492857459,0.0685808229175939,0.010968893381121
"cxcl3",0.00170332053655434,0.00105597543593372,0.00628248611104246,0.0044189425427772
"cxcl1",0,0,0.0160895831775204,0
"cxcl2",0.00786750251284057,0.0161749097750853,0.0194893127738126,0.0398313851752216
"mthfd2l",0.0446199021237464,0.0486815205468002,0.0163988819320425,0.0477278317059295
"areg",0.00874664428432821,0.00220505518850248,0.0271280197388599,0.00149050760262303
"rchy1",0.38471003711878,0.496970937226623,0.343130433920619,0.430909150372391
"cdkl2",0.00936684469636655,0.00709607005742663,0.00120048723129617,0
"gm26582",0,0,0,0
"g3bp2",0.648852769712818,0.494395726342499,0.336214562228819,0.519246850663099
"uso1",0.116885497356482,0.128709285980912,0.0874266251189332,0.365610929673517
"ppef2",0,0.000523709112740153,0,0.00232039157302061
"naaa",0.125799098873371,0.173597537836688,0.206141215384965,0.152642192151217
"sdad1",0.07853894659767,0.0760167620993689,0.0291897421965465,0.101429565145527
"cxcl9",0.0334444799913319,0.0414823785832952,0.376534605428416,0.0460334253574459
"art3",0.00251239540982373,0.000361014090930095,0,0
"cxcl10",0.0812654130904644,0.120643166808161,0.164833643276749,0.0766740548850491
"nup54",0.0994020981513936,0.0879152720475051,0.114486719523173,0.0971469891207416
"scarb2",0.206224471319908,0.231686550018073,0.267616644282083,0.545288388196763
"stbd1",0.00468063994113006,0.00473844288922808,0.223278272360884,0
"sept11",0.580909221637916,0.465334434526261,0.100188347437737,0.772448250815591
"ccni",0.539710881100264,0.303121417921535,0.591196190283821,0.525071592395356
"x2010109a12rik",0.0253734228461356,0.0155095795062447,0.00669191418904175,0.00665043751191773
"ccng2",0.183332327736469,0.127321992892557,0.286759942509375,0.172238711114815
"cnot6l",0.392350300203338,0.321086724989831,0.170322652524005,0.279971128175567
"mrpl1",0.133096535435507,0.108046457245125,0.0892180136287653,0.121628962958442
"anxa3",0.0147396240037026,0.027444948175255,1.39102546498386,0.0242468205273984
"x1700016f12rik",0,0,0.00869987621330043,0
"gm33370",0.00330033942283196,0.0024145519874662,0,0.00720482628181234
"gm8013",0.0123917505396002,0.0108037796686534,0.0113247791645134,0.00449096989176521
"gm9484",0.00154459802839636,0.000387610552877919,0.00627950442652933,0.00682618336350423
"bmp2k",0.0539511534686774,0.049534086804373,0.628025575702976,0.326134941215363
"paqr3",0.00674665765937863,0.00832318716320948,0.0090461728278993,0.00261296088059866
"antxr2",0.0441592620289946,0.0595542408812392,0.197847046120353,0.0797877779052916
"rasgef1b",0.0109254022314893,0.0105215033639785,0.0186642040962925,0.0144553597792105
"a930011g23rik",0,0.00226447670431684,0,0
"hnrnpd",0.45541012479021,0.410212030859099,0.439953322532645,0.454599740816092
"gm17092",0.0035780044893818,0.00461043269607221,0.00135821442079737,0
"x4930524j08rik",0.00811893837144064,0.00537201894697989,0.00413095324814637,0.0112994315190377
"hnrnpdl",0.559276076732232,0.52728363749229,0.470664820423981,0.608202112256596
"enoph1",0.0700973438296181,0.0521367469377218,0.083034764075813,0.0849374141399523
"tmem150c",0.00121711273493618,0,0.306876477557099,0
"sec31a",0.161027546763059,0.130125962947771,0.0966039450592919,0.203524672898804
"x5430416n02rik",0.0496378366582826,0.0426622746996963,0.0159405447287955,0.0415612708315965
"lin54",0.0239744710449651,0.0282820190848776,0.0258927098071663,0.0386042100121044
"cops4",0.555173447810228,0.3312742949402,0.219557593142366,0.724763756246464
"plac8",1.89497634550596,1.1245129902506,0.921340202297613,4.12696974533464
"coq2",0.15805794383179,0.150768100715638,0.0405698176144413,0.381815254214629
"hpse",0.0409523126764595,0.0244200868548771,0.0503967193281298,0.471402414938654
"helq",0.0233060879196226,0.00934606612495435,0.00432323385487541,0.0723059209552123
"mrps18c",0.641072121527219,0.477826228475009,0.470242608564609,0.596720560425585
"fam175a",0.0430429791718291,0.0421143720607705,0.0153496910814939,0.0530377007869891
"agpat9",0.00574501147111026,0.00225696726332822,0.00688428164276114,0.00542858623892323
"cds1",0,0.000151976172226801,0.017111332392352,0.0953066721314148
"wdfy3",0.00170889799709884,0.00339798762204409,0.0188963297002007,0
"gm29707",0,0,0,0
"arhgap24",0.00520086321592178,0.00160947281637663,0.000787315542036099,0.110944772653266
"ptpn13",0.0523092886079107,0.00446460079198989,0.00195585640478788,0
"aff1",0.0243430341244358,0.0354936336487673,0.0735705805741733,0.0644861812066156
"klhl8",0.0110879829598364,0.0402237200920765,0.0670355361901496,0.0115274232765477
"hsd17b11",0.0490002701764958,0.061092299155787,0.18031284874637,0.21309748648412
"nudt9",0.283943079022958,0.226673203039763,0.872584807015609,0.212103732247807
"spp1",0.3020624045742,0.387574990566594,0.0597148762716627,0.0620180981571747
"pkd2",0.00189906321705138,0.00863301486552789,0.0132433642429391,0
"bc005561",0.0770003100324157,0.172592838572254,0.0390195109394465,0.146418891513316
"d930016d06rik",0.0120278191619076,0.017019419627319,0.0127235220653409,0.0124894591845378
"zfp951",0.00233355353003263,0.00910630726542336,0.00554776319680184,0.0125222821434911
"abcg3",0.0252597135879651,0.0147131849353267,0.00680776781984628,0.0202627152266886
"gbp8",0.148311098601505,0.157355785672108,0.186682525969563,0.173157951526684
"gbp9",0.15445947035901,0.121168334517537,0.113351089658734,0.0509884144316708
"gbp4",0.352159795560158,0.309201387840853,0.279662714372615,0.238971781108944
"gbp6.1",0.129033362952278,0.0401511227821355,0.0117046995921583,0.0475391283197838
"gm42749",0,0.00160702806019997,0,0
"lrrc8b",0.0153680013498367,0.0174643969861813,0.027639672774253,0.00337583266631619
"lrrc8c",0.2760970925966,0.206393808844942,0.245051348863026,0.07065618770808
"lrrc8d",0.0469145764661093,0.0298528240980328,0.0511470742687227,0.139311983118688
"zfp326",0.0792461958159885,0.105146513560618,0.0525789538444985,0.0943900202023466
"zfp644",0.205671638678078,0.266925860686744,0.394392797445067,0.303750630111607
"cdc7",0.0187662884930704,0.0206227650742421,0.00689406240839751,0.0228507904070085
"brdt",0.00651301922698329,0.0041462433861788,0.00115202574026603,0.0119367459323147
"btbd8",0.00834326656707725,0.0024203920310224,0.00520382814047731,0.00252155698730458
"a830010m20rik",0.0134592650736402,0.00309178647130801,0.00331295813847213,0.0263753776490341
"glmn",0.0812299106582028,0.0390871448132047,0.0178878240018686,0.020433401995432
"rpap2",0.121217679170531,0.0493979179747357,0.027853127738489,0.0683579316752794
"a930041c12rik",0.00193939042351223,0.00444091919716243,0.000811542463828842,0.00205894673769709
"gm26692",0.00421218129158796,0.00542370056030757,0,0.00296865597581512
"x4930428o21rik",0.00460137051441989,0.00721559382823678,0.000415640432735017,0
"gfi1",0.127864947120262,0.091297758696153,0.00821618762916664,0.00349199509238972
"evi5",0.0028645431844004,0.00614103061753692,0.0428962886580957,0.215372948736011
"rpl5",2.83356430236267,2.75201697280606,2.08110061636886,2.55104800168259
"fam69a",0.108630838276043,0.101121153661098,0.0570304439051127,0.452337171830658
"mtf2",0.222375785799131,0.157924963937952,0.122431177998742,0.150154576151541
"tmed5",0.681971969825311,0.663387444068488,0.201596054904774,0.785383088698429
"ccdc18",0.0060693063772813,0.0077676984341215,0.00275588434243443,0.00497446141921801
"dr1",0.13754056331064,0.103619068467958,0.131552823200905,0.276920974414616
"pigg",0.0113873225071037,0.00962690699524214,0.0107195420787782,0.0102196118957534
"atp5k",1.35798024606297,0.980299877286084,1.02934470815431,1.00451512446965
"mfsd7a",0.000655351052476709,0.00506682512938428,0.00430383553439429,0.00425445430533384
"pcgf3",0.0443360528201586,0.0584500544896659,0.0424253630333932,0.0460009323627621
"gak",0.14350332734386,0.0983429749057827,0.129858942342257,0.115129300036531
"tmem175",0.130529560172309,0.0699488026395336,0.0247096352886495,0.052111780113685
"dgkq",0.00539716133875608,0.0114794819131062,0.00214664344700761,0.0190157262813802
"idua",0.0245403055393711,0.0206447706947249,0.051019237691147,0.0395557845899618
"crlf2",0.865730153111891,0.581178057202388,0.316547189486021,0.587779283508234
"x5430403g16rik",0.0188792384516586,0.0268171595567838,0.0109102111507023,0.0230729236284797
"x4930522l14rik",0.0569751066335993,0.0892438881505748,0.0287318887011292,0.0391403078229012
"gm15446",0.0481455928703927,0.0400970376253647,0.0198881856565542,0.0455107594922921
"zfp932",0.102962276442398,0.0697484422157992,0.0196002009427874,0.0505040257744252
"gm17655",0,0.00154949024502799,0,0
"plcxd1",0.00930036436555307,0.00306721091478661,0,0
"gtpbp6",0.117355949975489,0.105293534521676,0.0747945545479732,0.0957198504342279
"zfp605",0.0163840357761652,0.00840533407654613,0.00494624001450028,0.0176433592949841
"chfr",0.20154999701183,0.117969238747258,0.146771579183649,0.130564295241391
"golga3",0.0610492425860531,0.0471823980745582,0.0413139170143107,0.0720543837655063
"gm43137",0.00345194414439117,0.00030188454731189,0,0.00586371201530714
"ankle2",0.0432905249367487,0.0685305806767646,0.0482877511337265,0.138259653273741
"pgam5",0.13657804392812,0.104702285640459,0.0645783757378526,0.149826911580994
"pxmp2",0.113103240833217,0.0259270633666152,0.256726824507956,0.0094654652784428
"pole",0.0286638788854438,0.0116662052507253,0.031033737567273,0.000887184606258925
"fbrsl1",0.0661963995315608,0.0387491064499483,0.250207294056409,0.0414314393350669
"gm26711",0,0,0,0
"a630023p12rik",0.00128228686192266,0,0.00438912517055344,0
"galnt9",0.0263529249857897,0.00534595174260744,0.00981441735416484,0.00225868643071728
"noc4l",0.184098594146422,0.11469988202486,0.058162350794004,0.153542407888876
"ddx51",0.0361916360450393,0.0277671304135168,0.0234044087364428,0.068652157315863
"gm42595",0,0.00650331999285917,0.0014100757935363,0.0160587064669249
"ep400",0.193351660563701,0.198375155370153,0.162169779944773,0.235011261169701
"gm15559",0.00513704882314591,0.00115132366278303,0.00482467125339006,0.00190053044183983
"pus1",0.175031037836819,0.190584431524999,0.115518965576909,0.144499008075379
"gm26515",0.00211274780836827,0.0017893431398703,0.00186118695482823,0
"ulk1",0.0289334546242279,0.0170918724312434,0.00954928254296345,0.0234912504722343
"hscb",0.435716829905526,0.257841359291348,0.1523037931991,0.205586681509962
"chek2",0.0174045345878092,0.0124579556116617,0.00808583341880887,0.00205894673769709
"ttc28",0.0119289120866252,0.0268537128880832,0.00165792917433893,0.00986411251067196
"pitpnb",0.189536529669379,0.137536317392591,0.11151288200895,0.211585988123331
"cryba4",0.00663872285569505,0.00244272878409568,0.00613877302134946,0.00307810433894929
"crybb1",0.00220555666171042,0.00341392047685489,0,0.00212248912285899
"tpst2",0.66152874693438,0.603268150040587,0.175985107373331,0.225516073594431
"tfip11",0.117882727674588,0.0593565996822718,0.0589545554859575,0.0558695993369327
"srrd",0.0997017969324719,0.0759713187101878,0.105227530265186,0.0610777750417672
"hps4",0.0538860710790228,0.0376951403719495,0.049399929900686,0.0617031495650146
"asphd2",0,0,0,0
"adrbk2",0.00840941507726092,0.0152489913621633,0.814543060747042,0.113645803176081
"x2900026a02rik",0.316454699976776,0.136275763638589,0.0131395487500481,0.00196090484959275
"wscd2",0.0383274309192588,0.0163175764686308,0.00422209043832525,0
"cmklr1",0.00154135997388763,0.0230924655745913,0.00772311705330244,0.0338119162861536
"ficd",0.011786737685219,0.0133394870135637,0.00921762516764234,0.015904903963971
"sart3",0.0879059499103726,0.0858614348602106,0.119136945384205,0.0959814330197918
"iscu",0.354129288728824,0.372830886421558,1.98002490185824,0.606963319316822
"tmem119",0.00261595901934759,0.0081226170004271,0.0241484794279542,0.0398826385123522
"selplg",1.76339862050424,2.10640595257328,2.11891616465874,2.51017224356276
"coro1c",0.19517611545395,0.173404067229825,0.252529993371361,0.178545110620265
"ssh1",0.0823760627790638,0.0860623494202321,0.542144764553499,0.0340648734240972
"dao",0,0.000389240581569245,0.0113250364394572,0
"usp30",0.0266590912073022,0.0377799781091599,0.0238746361816137,0.03649604243047
"alkbh2",0.0810316200378964,0.0656303142503375,0.0254646623242742,0.123463233063813
"ung",0.152142792828403,0.0569348474572112,0.021821455611247,0.177263807597043
"myo1h",0.00290308942865317,0,0.00440378622533473,0.00874059494930815
"kctd10",0.193455607314382,0.123975589782117,0.175672091927636,0.221243528477914
"ube3b",0.0654077488467067,0.0356861986688983,0.0434503202594552,0.0418571700724672
"mmab",0.0402290191738549,0.0346556352993378,0.00936229412443344,0.0877745969196287
"mvk",0.0816758160084604,0.0643627675190505,0.0909580953953335,0.308052655136628
"fam222a",0.0028150480245651,0.00248312392599725,0,0.0024104102055319
"trpv4",0,0.00018622947259959,0.00271877851182522,0
"gltp",0.826556559944721,0.631327263978184,0.872277657700225,1.96853279740026
"tchp",0.0252467361973585,0.0395450635310015,0.0182884603284005,0.0585680196551146
"git2",0.294032873172132,0.390332768972143,0.370949029748891,0.450272804502861
"x4930515g01rik",0.00927199512888097,0.00469441948971558,0.0136317371594226,0.00738578922379318
"ankrd13a",0.192429188217093,0.236881645437547,0.28603831953404,0.318941391254157
"x1500011b03rik",0.10255518762515,0.0840619525320164,0.074524892731105,0.164975178054411
"x2610524h06rik",0.2899471770981,0.130509516214703,0.129999989270514,0.206867577228808
"oasl2",0.0258958112017523,0.0784057240221588,0.358464825467842,0.223923738656669
"gm13822",0,0.0051936206345542,0.00400387174551724,0.0142257706650008
"oasl1",0.0234347503501599,0.0606924914311259,0.252716409787212,0.0310785032568717
"x2210016l21rik",0.262239616801689,0.239713312331596,0.235896344517648,0.270241177415275
"sppl3",0.0729774220369894,0.0824852543406012,0.131256069316846,0.0357091610162154
"acads",0.340741904427257,0.232278350345373,0.135535261061265,0.324335779862802
"unc119b",0.234889499383553,0.17974268390244,0.028558883161226,0.0735762570774828
"mlec",0.393545606472842,0.212463455077467,0.0940433896044675,0.42750343607623
"pop5",0.574216221930928,0.455781268768198,0.294321410821476,0.369157427404401
"rnf10",0.342650739752507,0.239936456533055,0.210376445182863,0.415984953707361
"coq5",0.150617557070045,0.144391914405278,0.0612446562632339,0.26215399050535
"dynll1",1.77817020006866,1.53469735252799,1.40865837939377,1.89433285670654
"gm13830",0,0.00579764517810565,0.00136225486639687,0.00254119348928364
"srsf9",0.300123864132084,0.304334953764813,0.371406930369517,0.571215213942194
"gatc",0.0335104854453396,0.032693386897557,0.0300642193543465,0.101223617777999
"triap1",0.271889472830422,0.237141611211117,0.186073504727318,0.254926332603106
"cox6a1",1.72571556274569,1.64297403520626,1.5739756356573,1.73518316874505
"sirt4",0.0282199083468011,0.0202025161406132,0.0101255249788996,0.0276730054795559
"pxn",0.168052297049896,0.186751607823929,0.173474023752646,0.173024881390541
"rplp0",4.18915608378146,3.833958985922,3.41171910167682,3.71413034090096
"gcn1l1",0.103549715686619,0.106202191145562,0.0881671281559376,0.120135122433073
"x1110006o24rik",0.0129703270080385,0.00825000506752672,0.0060347602230715,0.0107576143760657
"rab35",0.331365812421549,0.27152904160166,0.247747942705956,0.364306457570389
"ccdc64",0.0160152703851304,0.0258832132448813,0.00737165091055285,0.0152011571062152
"cit",0.0326004189301144,0.0129304233519037,0.00704498569235326,0.00266705062566571
"gm14508",0.00250638130968777,0.00321957564104511,0,0.00242469955448762
"prkab1",0.113965749353662,0.197828860048468,0.0714482228684871,0.0993098755847062
"gm13842",0,0.0096418214668104,0.0014482313015546,0
"suds3",0.34385851192535,0.357525862523312,0.410059918620683,0.280331255620152
"taok3",0.324903732903099,0.291562414362381,0.414513346776057,0.54488704996759
"pebp1",1.02694261021632,0.869234139242261,0.559748578102978,0.86435034965234
"bc051077",0,0.00483866054755983,0.00376952538508063,0.00174331410742098
"gm10399",0.00243971240626391,0.0101247310077351,0.156630009730221,0
"vsig10",0.0282525347283421,0.0451684928882249,0.317214003564125,0.00175056292213782
"wsb2",0.112070087850072,0.082006628440851,0.15561668218578,0.11476406096205
"rfc5",0.119237499596984,0.115947153931698,0.0822693645294406,0.174827530680244
"ksr2",0,0,0,0
"fbxo21",0.0575813355898008,0.0453283228749919,0.0318626943541435,0.0277483495726897
"tesc",0.108525613468664,0.100992095505928,0.0417326053347958,0.00860053538828195
"fbxw8",0.0803643275454836,0.0453910373679186,0.0475711666165138,0.0281938489609856
"x2410131k14rik",0.04816427136349,0.0370848461325854,0.0280277019189105,0.0659301438332039
"med13l",0.0940341515954573,0.0998379409635221,0.175910314593678,0.148396821607889
"rbm19",0.0528841080407658,0.040997927344848,0.0174164706758826,0.0504760568991412
"plbd2",0.12215855004652,0.105660825293176,0.110209511074129,0.269836254114029
"slc8b1",0.0326651350135556,0.0298225299186191,0.0613440392594719,0.146748352320102
"tpcn1",0.0340506025780604,0.0403877643935758,0.00674020643082338,0.00502605489680052
"iqcd",0,0.000639767362937923,0.00103944947432351,0.00125606918393676
"rita1",0.0112377348355528,0.00931678372132352,0.00797790876485806,0.0187321871942646
"ddx54",0.32414661224301,0.197117082515008,0.178188839825674,0.270380572599321
"dtx1",0.0113182387760191,0.00922992543284814,0.00290835578206709,0
"oas2",0.00503713299237448,0.00523704623489085,0.0185211760403074,0.00733944398702971
"oas3",0.114282956980536,0.062308548599603,0.126502885008443,0.0111947718525852
"oas1c",0.0477585285616344,0.0357632281351439,0.0097741458275782,0.00415106359617542
"oas1g",0,0.0034965129583884,0.0175207374705755,0.00333896031548156
"oas1a",0.120717416520443,0.130763222022004,0.131609733024496,0.0392966595761054
"ptpn11",0.203876860273563,0.135612606634667,0.102099075809464,0.146088085774225
"rpl6",3.53701528039898,3.43511361835652,2.87335456749219,3.20420479878372
"gm15800",0.0344793915766193,0.0254574912911394,0.0413594715384181,0.0602533349540729
"trafd1",0.255483121259186,0.222211586222623,0.713511307402386,0.229730757063487
"gm42918",0.00211817015468205,0.000151976172226801,0.00103944947432351,0.00217574433912049
"naa25",0.0670307134224883,0.0465391558032769,0.0373492025557518,0.0853597913227438
"erp29",0.770839392220168,0.499910773564261,1.08306778449863,1.45972240189646
"tmem116",0,0.00161944745122045,0.00136225486639687,0.00953447898307106
"mapkapk5",0.0197476812484263,0.0263193275339758,0.0301024499063926,0.0215320612569903
"aldh2",0.0330560489525307,0.139208474800742,0.112949222702782,1.04040461502393
"acad12",0.0060304085785527,0.0142156850627357,0.0039347887263802,0.00545646514640258
"acad10",0.00153216614866072,0.00570507972630326,0.00178238952120292,0.0034995435964441
"brap",0.149268771717644,0.137664002365641,0.0856144176746429,0.120919303913606
"atxn2",0.0256142656111804,0.0357577007037503,0.10444081523993,0.111618282525649
"sh2b3",0.0339410989902894,0.0773822312292964,0.280162325590193,0.220145059248652
"fam109a",0.00707753212889919,0.0114611003460887,0.0178095202998152,0.0164607166343849
"ccdc63",0.00467743253768525,0.00192129530590006,0.00361287102866731,0.018636616517553
"ppp1cc",1.07143172406171,0.78713042833628,0.390700996595854,1.00951681661244
"hvcn1",0.191180623581148,0.224344958863244,0.135921164864698,1.03134768928921
"tctn1",0.0115498869608825,0.0121553777134076,0.00166805508608495,0.0178613606976413
"pptc7",0.0583213427779857,0.0625251494641022,0.119475600602683,0.109930476761231
"rad9b",0.0020898350236665,0.00854873659447184,0.00364138553416969,0.0158627402135467
"vps29",0.771047012194532,0.651802296042058,0.63565050257753,0.624299151230327
"fam216a",0.100991730814089,0.0659674287231467,0.0238208824680787,0.054791619388864
"gpn3",0.130036902605294,0.140831656267403,0.0848151189794578,0.115734065691762
"arpc3",1.95420792536912,1.94710498290464,2.13687398837713,2.09365676073058
"anapc7",0.12287062207158,0.103176114024136,0.0795994701276171,0.124214563929701
"atp2a2",0.170208603225413,0.091108802245229,0.0547199926868419,0.128307737763792
"ift81",0.0036247776665581,0.00111226148669769,0.00474775959174467,0.00486901874974205
"p2rx7",0.0098584552599416,0.00235581917705952,0.0050043788156894,0.0566409375579644
"p2rx4",0.0298121881713334,0.0442147961861621,0.479163647031253,0.378104735671984
"camkk2",0.0639448561011973,0.0669952643725055,0.168170956761312,0.0613800379718514
"anapc5",0.512488282882772,0.38030548528608,0.260730126269565,0.977934548357773
"rnf34",0.156731620029115,0.163044522906994,0.183927007008856,0.300839518217123
"kdm2b",0.259415245383642,0.205037595041473,0.290825352462667,0.134503035072578
"a930024e05rik",0.0351122425182838,0.0735939084583403,0.0204015257745149,0.0159702744585806
"orai1",0.475662914169485,0.284605981582952,0.57112403110846,0.250344207744233
"tmem120b",0.0231072669754458,0.0191284771078345,0.162021168744352,0
"rhof",0.533609978711953,0.409945614911685,0.164756989309279,0.105721920498709
"ai480526",0.0436304588388243,0.0403558700950122,0.0325098436161914,0.0910305373768076
"x4932422m17rik",0.0189422823337895,0.0294031246463691,0.0151407083902712,0.0408412949950021
"setd1b",0.130550022675928,0.154261341958504,0.137421026705089,0.198798505785199
"psmd9",0.251549883002024,0.268595560544627,0.152037015683182,0.305448816356147
"bcl7a",0.0151492516755899,0.0251354678508936,0.00543797999640482,0.109954958765021
"mlxip",0.133322642776985,0.121358242271667,0.134302454002585,0.0811171746094795
"diablo",0.249208706178898,0.260472939348136,0.173689081307018,0.363167970470183
"vps33a",0.078421130482651,0.0644666839004706,0.0327099497077736,0.100872757078789
"clip1",0.13574804296818,0.112180235782348,0.190964297131934,0.0904585502014937
"zcchc8",0.0733974255213912,0.0627283821491558,0.0674822670724244,0.093749617826354
"rsrc2",0.537721326273257,0.559950335700656,0.416906184405214,0.658872872354917
"kntc1",0.00851827677389503,0.00335073614800026,0.00289429936671415,0.00217927089944698
"hcar2",0.00175825009242313,0.0113609838562654,0.00547118511683493,0.0112969771330479
"denr",0.623277128301411,0.443124019045612,0.216369098891538,0.491683978705364
"ccdc62",0.0162971350841647,0.00768888915374489,0.00794845664085996,0.00719173226834374
"hip1r",0.195067785097056,0.129568587548736,0.0204171864217692,0.0607805421204161
"vps37b",0.46022623824119,0.977839342317742,0.191325983060518,0.072455834028626
"abcb9",0.476646058058024,0.141567366552223,0.00900142784135849,0.0181417185046034
"gm16001",0,0.00181371333797809,0.00207138226001718,0
"ogfod2",0.107599678885418,0.0976580574096998,0.0394363199899896,0.127543622760405
"arl6ip4",0.421728340522655,0.330202689875746,0.262670707733251,0.526991221134791
"pitpnm2",0.0910273584092006,0.0105193866318759,0.00336677274239173,0.00517877870200817
"mphosph9",0.0269382094824758,0.0440951292978443,0.0137072869210217,0.0353935986652436
"x2810006k23rik",0.0817233520337198,0.0944748144400181,0.0596216310917089,0.0644802101879794
"cdk2ap1",0.134149571298155,0.144684598091589,0.121896852296255,0.0747180096386143
"sbno1",0.416270679579215,0.385732002031529,0.489990097217779,0.276664306570674
"setd8",0.127408201668336,0.0903536306574359,0.218169465206337,0.0856391268808617
"rilpl2",0.850337080141271,0.360414543361969,0.481072002914093,1.08285032893595
"snrnp35",0.0290878683170143,0.0343829683456552,0.0613408079736603,0.0766548623318785
"rilpl1",0.00953639183758882,0.0081770457192832,0.0142910006354889,0.394267899005558
"tmed2",0.926663846427163,0.9752813731338,0.634805834096719,1.45165496996603
"ddx55",0.103241173443215,0.144562446435277,0.0575089370588956,0.120714970235733
"eif2b1",0.16861679815574,0.126632455279193,0.0737700272659822,0.160318522730611
"gtf2h3",0.116344899878438,0.0881690786568971,0.0461693455709228,0.115643334622631
